A,B,C,D
0.48383891744974283,0.8162509181686598,0.7883675497291992,0.9820345602166972
0.6814393023317168,0.6461797872262368,0.6170110695179899,0.8481515015218327
0.2571215070673688,0.8583953062306353,0.6641496698610837,0.08954463331335338
0.04530617788167268,0.25992310074838665,0.5856914364654686,0.7015760669595922
0.693237097902863,0.35298112982832286,0.07183617992769242,0.8829703244588911
0.7774303401724431,0.914553900226666,0.6239398785095983,0.5607062642419234
0.9438882889431678,0.5394183270651102,0.17141607706440976,0.0367264162728681
0.7956346952359488,0.28774850116892037,0.759215203069377,0.42229743373014783
0.7223225112838341,0.2280903869728247,0.651298641530835,0.5387784125157348
0.9528229598411239,0.9292462777861554,0.7876078113227787,0.9061386301590988
0.7079467207714955,0.864819761581333,0.18727089982783307,0.990223821204008
0.9673833054890019,0.13914817858391426,0.5767553149583221,0.40941314765742765
0.7187565574359468,0.62550306252582,0.6099549074230801,0.037945793387779925
0.9465936088253226,0.2501210257753238,0.7125450064634836,0.6640004187453021
0.14448048487582155,0.342803677628699,0.9865360241892965,0.7297634879556703
0.20342533986951206,0.5088098112959465,0.30655780005465116,0.42572151143557324
0.7554202324891343,0.1841729896071006,0.871411795379937,0.7731243789433827
0.8083087005618345,0.8962882890548097,0.9514392194271009,0.9136234664662914
0.10641475427743774,0.07767890590463278,0.43523792394203276,0.9080068227236782
0.4605702617207903,0.3506158485139753,0.07254405520001739,0.8135032861656489
0.9230421451794721,0.5309317555303421,0.17631001320547002,0.24913271774978318
0.0076286867197723485,0.42528607080936076,0.06812982574539717,0.6570833546706499
0.9149794700976601,0.46835291764160636,0.049691113877906035,0.8820947972368605
0.035194461641323005,0.742859268669317,0.3067231486793528,0.43832752225215055
0.9148106137874399,0.010550653051665693,0.6868003492452858,0.49300559821426393
0.30405899297776684,0.13053872243052556,0.3809007120418708,0.2821309505741958
0.20949423750978036,0.8950225617443259,0.4407412828963251,0.8649281916242578
0.07236174464179757,0.6750541716160959,0.5378559311734422,0.009674515927803884
0.15544558284906929,0.36955087935489617,0.9325706650301651,0.24398692605526617
0.20356648162173108,0.42247769215943576,0.9318027028026618,0.2281101811599192
0.0769296491661704,0.6837425234723294,0.3831953877585975,0.6631254968311943
0.5969131764357121,0.26522554205730486,0.1990245956472364,0.16406896567360751
0.3545951216316423,0.2652127574495322,0.2159145931003944,0.42842984312483556
0.2238111094120787,0.7293871763417833,0.9910506305461511,0.5856623482250605
0.5976960389574046,0.10773913665820722,0.25574189433784,0.5967740281529142
0.21961968049130898,0.7299918933887248,0.8710761343327272,0.6222434302926654
0.026749591403415263,0.01967139309643895,0.7440864744736225,0.8084970739530145
0.5119658737329468,0.062477434927233455,0.598806312686731,0.007178232632086279
0.05876665598612418,0.3941117959169472,0.043526095425461486,0.6860631925956402
0.9012012490316812,0.49774745839189094,0.8599616507670161,0.9939464120456387
0.6900706513698931,0.9537093300473094,0.7142634994110263,0.20674804846730277
0.8717233535574906,0.41992779233833577,0.73786871968734,0.6798075949994998
0.8676076888536075,0.541634099693017,0.15414090371401745,0.20591168255780268
0.1495288279169832,0.8249626719180042,0.7435183676468766,0.9628657204989918
0.8258055120214471,0.28758116303951764,0.7105371527845317,0.4753931625202714
0.9454109267357509,0.46786178460685,0.8510217157387221,0.7626770029588836
0.6950795231090501,0.37034087872660026,0.171683801225735,0.7960326600814299
0.5920988443089067,0.9923682509369867,0.413786582235651,0.9001766123914592
0.9584091911653038,0.8913359642790263,0.7693930470462427,0.22737825747670481
0.6654000497469578,0.017445061092741687,0.5652149673372947,0.3380749053405543
0.7174619186004315,0.10653303271584358,0.45497312171674464,0.06998379522814302
0.2808415451521469,0.2758628528559198,0.45012340091812697,0.6130009139010474
0.5270463668297245,0.8027229023469609,0.2512969396491046,0.21355549422142017
0.7991871281937923,0.5863195331635461,0.39713655244172263,0.34993643721586887
0.5138578994373056,0.8970278553401945,0.08034339496479592,0.7584891344460939
0.21012146352288996,0.4823666245185214,0.2512273128779252,0.4526850960953289
0.2916148559287062,0.44846015738475176,0.3066227947829172,0.5657698225377344
0.056988040704420984,0.8762993101662264,0.5782462793157902,0.5135803495552002
0.796805620966703,0.19002422442968336,0.5658519380113854,0.20073962456717565
0.657683189370043,0.9861531321184536,0.024403189211699483,0.730580303801303
0.736355635775589,0.8367926104863512,0.23322145468815358,0.9342188445474354
0.22297817027251876,0.8888928503470525,0.4779840040702723,0.07119087543328906
0.5731234792334338,0.23409232259326263,0.24383626042710593,0.4063078166763676
0.5067330487873125,0.10481772313258231,0.47929430334757017,0.06210878677691656
0.2899112116665248,0.010410032395779978,0.4002010678059901,0.5348665318854711
0.23554693403058624,0.9293891087252916,0.5016985348969726,0.10263272716344951
0.2991317301556492,0.46355285891244713,0.9854119398463932,0.3332681146230886
0.32228377078924586,0.5987189646533302,0.17399545647630388,0.9839459021828822
0.12769926412044363,0.14238816712380153,0.7410428030797447,0.7487156473662111
0.10605471981118475,0.7370399318026126,0.9925023527558131,0.36703171789653577
0.3363517414998646,0.4980148792397239,0.5592149242000793,0.9164945663568422
0.08865959056673245,0.3957441529362734,0.44843420183202454,0.2955366385893059
0.47113099894567867,0.03088497941699553,0.09001888955921866,0.32859368876181305
0.5252865231400207,0.7576666861829778,0.11760565001513568,0.7226902226638018
0.7282701541324934,0.6926442345589016,0.7870898100477837,0.25919737402618437
0.036835125273825486,0.28331419526157087,0.38815700331082437,0.6531468307377016
0.4486273530751662,0.7094300419968947,0.3640358299384808,0.0764053042867282
0.9579366543138781,0.3162704778350731,0.7087721345254705,0.34053411188330607
0.6763778969077997,0.016109441499815746,0.8484410291493771,0.6492742200062795
0.4344014183297824,0.6274196814968176,0.7852298959694511,0.5143300233364921
0.3096071720537459,0.16425604750866374,0.6655542703089657,0.8405839639627742
0.09320627729754849,0.7189320164917018,0.1940022007604365,0.6758238571471339
0.5202619553750595,0.8208873088505525,0.9685058056061885,0.43791518380149363
0.7826834313157085,0.3470490481829437,0.9587486966194633,0.9152845174430536
0.035419587087122006,0.7946752301464137,0.9636552588706838,0.3162634851042522
0.17690577140859998,0.5686514259662517,0.08959001829523294,0.4834804456313051
0.7603457860596855,0.5245758476652387,0.8632956098211612,0.20817704370903134
0.9345796766529266,0.40714177790913975,0.10990571569601626,0.16428879334336166
0.729200099910242,0.06534442939916174,0.02541425099380823,0.02112835732831453
0.5143556239188071,0.2517389613376606,0.04108492240115469,0.11350100282171627
0.5313201566218755,0.41793677313567335,0.22242449259612218,0.6536041115277438
0.8091895002081304,0.751311516402777,0.6211433102754004,0.8805131677876734
0.15990212518207447,0.21358072672697304,0.11328183733523067,0.32227092005864266
0.6098502257769504,0.7320059851473161,0.7947247881446772,0.27930486139736466
0.1538464171605659,0.05411618962059417,0.2117782641888558,0.3062359962157907
0.6217888951482107,0.07432740341145272,0.005025120443130415,0.44029019838409766
0.9819780371798477,0.5721257887963515,0.6740068217587352,0.12616936310061744
0.41509986211775896,0.703042869446428,0.4220154066196964,0.2772255802795164
0.5345747357382703,0.6574346498077461,0.9148079767203203,0.6927903093604233
0.4954087463364253,0.9014497605318292,0.2907008306366389,0.4479144884785736
0.14103663028795077,0.9067604388692592,0.5305179701922407,0.8309937189668477
0.3529539731609276,0.8438000061075069,0.504382551727652,0.9978238623409512
0.532041033256295,0.9794099536671738,0.8385712354656881,0.035919413108461806
0.6793333820271867,0.10268098664498382,0.38743606870997993,0.5724753191785426
0.9208027507142141,0.6529365734949418,0.3102027237383427,0.47099115094740385
0.026609358116439386,0.1443339505556238,0.6892687581402756,0.9604354754398129
0.8636490212539817,0.39022669173235336,0.295490233818716,0.10327926998452241
0.0025337269311744848,0.3276404762478762,0.10128869493950399,0.3197717779129515
0.42859601976904527,0.5945014712145,0.5911590293985867,0.7448678960027948
0.9244860105079712,0.6076235130975997,0.45411126530343604,0.516715115535732
0.6766685930538932,0.11531921252894772,0.9429756195164596,0.8176947961823808
0.7213534404136679,0.829062786976988,0.1203085816636843,0.42688362813154024
0.12408662185676611,0.5176146858393285,0.512827351646032,0.7016634567349691
0.8453318389875163,0.019805134624164222,0.28779607452396705,0.510826271942871
0.14928687890949477,0.9152947778964714,0.15197158212072326,0.34164425870333515
0.697335204840406,0.2251147764267032,0.9284627051279132,0.7171062419897601
0.5652654040241022,0.01502431463901277,0.023841572630474595,0.6668583183333731
0.17062932771966266,0.9009620672134089,0.1698055830354379,0.2813353574302584
0.09855272018911188,0.35814305038470695,0.8595843251978083,0.04942694025856498
0.2658108223430312,0.025758062612294186,0.49735746289531746,0.3773696265917137
0.9404077675268049,0.6834048382683633,0.7946374201905331,0.641727287685941
0.6270546819763294,0.8818354556566477,0.8381759432259521,0.6143300941409713
0.8584524129240257,0.7533437325828021,0.5982212839616684,0.8778718527611379
0.5468263071826927,0.21024024479346104,0.5345094453033613,0.42346444781562265
0.5069775962591119,0.4869152743378512,0.9809207803152454,0.25914403866944014
0.15665913786350627,0.24632931337966324,0.6999505357034039,0.22814081455109247
0.8624459825031952,0.18925557846332497,0.17260304020332995,0.061218166785324435
0.8458211747603034,0.4503412721499058,0.9741777236349793,0.9755847445030422
0.15783882239765978,0.5607027172818111,0.6866035786897386,0.5092767744599256
0.9356867449959071,0.17576535621009515,0.17339808297689463,0.5801586613029773
0.4226770127170457,0.014109391174041308,0.08105538666663337,0.2421050004165114
0.8535047072989549,0.6324095455510343,0.446443843675145,0.2933098914750649
0.21730562596924685,0.16801638842209377,0.7547333514236236,0.7439546328860188
0.5430829804308901,0.9074598343818115,0.5443257793415978,0.23528319879634751
0.6161277367214983,0.007434120605719574,0.6335804231032702,0.23413659647379437
0.23721045568206578,0.3223857662031173,0.8642484983845424,0.417731882830516
0.8955458153793926,0.4847074032512909,0.30065301352047336,0.31531594981081357
0.6296256798224675,0.7817117330891825,0.02894233525378387,0.11411461676177515
0.9698389380148821,0.5825886488859443,0.8065687907814507,0.2651917793288626
0.9859940196747463,0.2862422303030282,0.5465659250452322,0.8725892564487095
0.12747434371852107,0.6389098442810144,0.9194280316691753,0.9042693063608159
0.9187602153339032,0.13306251715484863,0.8137660030240322,0.9206867058990057
0.10306597161698305,0.6504608238671745,0.9114293013840379,0.5279129888421665
0.262493400662025,0.07764604359752669,0.2311893141364154,0.24032609524839732
0.7688977289897287,0.7338659272934618,0.5098421286453434,0.9149104443621243
0.8092606801163134,0.5858863164663526,0.5269018128287553,0.10668837459816893
0.8869093746100548,0.13594333293515237,0.4521279456104741,0.22501100769975568
0.807775145793763,0.10088570022724752,0.24729034726057542,0.02802883645960419
0.9386042196441529,0.04586289505738761,0.10814559310675964,0.5440338439518747
0.7290203814417552,0.43143060022302326,0.6113243378589007,0.35802227421885
0.18754578050342685,0.5956551518480944,0.5553862866624574,0.2982619546721412
0.9102184652452233,0.08513800813734063,0.4127243977273706,0.5647013329730717
0.5216998402244994,0.9898546131201164,0.7467717614606673,0.1101083107414863
0.4091698105814886,0.9247086813051358,0.4843155408670161,0.9735341447581404
0.9653847714810629,0.9460079109129278,0.5213969097833951,0.02040615925485445
0.019915805929005326,0.7548039380593086,0.515976584013252,0.09736883081330105
0.346410459505999,0.08295024357278591,0.6434013197950555,0.056512389071795344
0.6590976585439272,0.25999615578930624,0.4038417201646536,0.8050825626817907
0.140920923037806,0.4198899385776673,0.40530913200674734,0.3881232737878486
0.10731337429045995,0.25873347292328785,0.3508996531376989,0.24373854386942528
0.2624455137654107,0.8968094090041822,0.6815887640633581,0.7566195143428802
0.9404618211745143,0.7077869827259405,0.09437198889906251,0.11925778818064603
0.9669808247611127,0.05017336785577675,0.18258265126974405,0.7355637869065089
0.11348923651557796,0.001760320939282689,0.7019282250687814,0.6922924307861873
0.35354645427318787,0.6155191486982509,0.2688933025466842,0.32697253547454097
0.12640508088350866,0.09176629409723591,0.5533724318668422,0.8063502362365702
0.33085926489618145,0.9243758547186617,0.9318143483098643,0.3701405176627631
0.8097181978644521,0.49422302407914376,0.0914014363206267,0.28372193505726906
0.25046061037012357,0.2684774871073996,0.04388492492396123,0.7871598468248222
0.6627807352086701,0.6613479121986868,0.3902341951913805,0.4333948430202318
0.05227440049911991,0.5564131464590831,0.7791760833468019,0.0002477319521940746
0.6382422674235205,0.7028436124955338,0.5436554120085465,0.2370643566344488
0.8316726045856466,0.7929609796431735,0.669628141232931,0.08362429879221456
0.1555263974266362,0.7782232022463162,0.596165693118185,0.045466137757816494
0.8273700585946332,0.599515617968726,0.9662483143449103,0.52105280417773
0.0434031453147673,0.5593734611538768,0.4609345712060433,0.4284594098554708
0.4063075758468716,0.28814214205144073,0.7391477191376749,0.6523084827212328
0.5795074994174215,0.12557792248895705,0.6822178713699822,0.7580062807988548
0.4921662413960761,0.7316359803727571,0.031393374916222516,0.06201727066959006
0.37592337540060683,0.7265949462143021,0.6560979307540554,0.24151497012338796
0.6822330664030349,0.3147033818301218,0.7702437484056187,0.344298154800206
0.24307823141622187,0.968245225609398,0.5745933336460708,0.8561179277722162
0.5220431634108117,0.8616517778099178,0.9212511640297608,0.01629561545512992
0.7219583476487957,0.21645809720025777,0.9706192148125975,0.8419754234692485
0.1895993991807564,0.942322096512929,0.4892109785215554,0.28086160846479247
0.7153122287784551,0.09169500596981217,0.1833736468681051,0.916342254251296
0.981972692689384,0.16693279289546537,0.4419020864066717,0.18002388482736686
0.31611917127234945,0.9442732619693468,0.25175038878282585,0.13222625421893996
0.32380009761254236,0.5810316744031192,0.7326121965163893,0.12070459975658487
0.994566766752867,0.480316610739947,0.8463317173272163,0.4193049948986749
0.4268621106257351,0.028113243603283045,0.36029468980198465,0.1673975557372015
0.5333980786292082,0.9499819178707867,0.03997494174318572,0.001922196682153321
0.6056997387852158,0.8526236012724021,0.4981311022959346,0.06978508655111881
0.27961425692142516,0.5733656008867911,0.14924416521400452,0.6322054698443136
0.6884326331330343,0.7139004056743008,0.11858772190323108,0.3811649425746858
0.5755287303796521,0.10821367880094945,0.39315012238669134,0.642592087843997
0.5661486597959349,0.2672682383890056,0.22136662090641124,0.43959930843977346
0.9788513321286647,0.840892348336175,0.30887120558867587,0.5726429675333111
0.1418852215536217,0.8249815544301362,0.232158856505838,0.8880884407946862
0.6976352126753941,0.8482388063318463,0.17245172651088103,0.7658251582224084
0.7381984476082538,0.27082888501166213,0.11678673175675047,0.8992807165074777
0.45621853902985277,0.704399563992794,0.9371951325821759,0.3646253717498056
0.4149366799606147,0.24542714863434,0.40292513538790786,0.9521571399533306
0.4813436041204805,0.13431679777266747,0.7043454698553375,0.590357964752502
0.6254749590394638,0.46384709249351075,0.3272889208446599,0.8122531618670509
0.07932290336822867,0.6737186949424495,0.40400445749013125,0.8196481750706436
0.7087796359039464,0.3028107391393332,0.1810773010057043,0.07245446623960439
0.444811842219627,0.680296251866758,0.31731991562788575,0.756945048695232
0.3258914324722485,0.08130783286767118,0.8013988386919914,0.45286747104193004
0.820701769908201,0.8755322387162576,0.2080954301044602,0.21158528361843854
0.796317768859673,0.898173541195504,0.5788526338881548,0.7709010951484676
0.6770100887355953,0.47024135410701373,0.6039324442913925,0.38410726261704287
0.5273922729670557,0.869740492072875,0.6328321342155725,0.9670212870378132
0.8296701666803962,0.9967370553679477,0.28468498447380974,0.5211626096292599
0.024221991678998522,0.2501074942500727,0.10868458315414797,0.42808385377794245
0.3640432758739397,0.07103187100833941,0.39639014306139697,0.744752628490773
0.14720541543826526,0.9343444232575681,0.9907715884816403,0.6737909187362365
0.7028918358738455,0.05432121449996263,0.26228007400772857,0.7086276885136967
0.6934857794471901,0.3635786323534166,0.6884781309262754,0.981226585232286
0.9394220225980985,0.16334967360134123,0.9810709990620933,0.9241421498984856
0.4737600020991898,0.1574372643033144,0.29530494566171717,0.3533544943617717
0.5386505664478387,0.7430815494664361,0.20895413928748174,0.175701324868058
0.6370345756997111,0.03279038032634507,0.7893650595676797,0.10469126840693743
0.6161879997766281,0.7728743101300308,0.06327964513016238,0.6676030517327327
0.4971611941289429,0.03595605906452981,0.9198086456212278,0.0014738701729747339
0.6347029589313573,0.17589808853657152,0.4198113900613064,0.2471559909401747
0.7801094198195401,0.5147492686876592,0.08543036666785575,0.7899569372973756
0.07675455864681613,0.401551650449232,0.19937103557701286,0.42604581783367057
0.569926133911736,0.06650346415442865,0.3213026198071489,0.5682197232301441
0.5036292577744801,0.3429769364438888,0.9707486587466337,0.9587059572868537
0.023792489490026103,0.18602123393093206,0.3891404453503212,0.5532599487951166
0.5127691302350628,0.18814408298579777,0.0005578659540241837,0.3975802292881966
0.4897715178981601,0.2566030451346032,0.047418614037259665,0.25787156317962223
0.3500477527600606,0.6849782078114013,0.2605559493365124,0.7831485441817199
0.8952444225222127,0.27537510729188686,0.8110401698835229,0.03164661199829655
0.20700627830779228,0.9663055003754607,0.8562458624224903,0.28711228015989765
0.7903068610112945,0.0799860087282791,0.10319538061983202,0.504198122932223
0.520067754741962,0.8112696128134004,0.9342934732361656,0.6320639193070661
0.8427663868998692,0.3070523399313081,0.42348024177145205,0.48073011821487166
0.2473454311496145,0.40975430661468126,0.37581667277481845,0.2697423228890037
0.031156065801973387,0.4783488166799218,0.08192636169848833,0.8332803478319103
0.8064479347480968,0.7169379978985065,0.09177928934693202,0.24041994931766386
0.9561522322500656,0.760935813647916,0.46331840667432445,0.6463980497771742
0.6058002842370044,0.5383487531236909,0.20614459088909032,0.3603043935775012
0.46169585705878724,0.36448257632882497,0.8313232434346092,0.8977123987385395
0.19411724031180633,0.1660923724656005,0.20568648478791995,0.2835173839626961
0.8626665398742163,0.3574713499262544,0.0374587392761877,0.730667558497344
0.679664661548768,0.48208263905303594,0.9103658458575198,0.0017653219924692598
0.7165802491332852,0.10285786229962635,0.11694729934637738,0.293941671797209
0.6326531030736186,0.9893793642746928,0.015512242389684405,0.5248649750181833
0.35859799310849105,0.8151572050600299,0.7688433355314803,0.21886131691091426
0.664364483501854,0.8812613895746537,0.718857959447039,0.23587272966505435
0.8565121823578566,0.5264125195794973,0.13459101694506326,0.1288576874241102
0.24490334124576119,0.0713626274999779,0.3886200193495444,0.16035452781376114
0.7851512879651268,0.6086198712204214,0.5526835275941526,0.86034550100312
0.06496196607033689,0.3884879139249905,0.7255001181400805,0.028855276985099154
0.11223992223485846,0.1749594428247716,0.9316267078844289,0.07126147294863827
0.6817783732746524,0.3007246416511282,0.10340416946977782,0.8196127582424179
0.5948989090343395,0.6691762456354562,0.3626980095899779,0.32275879999194346
0.40822531265986794,0.2779055985177905,0.4857872484559109,0.11988645943482878
0.32634240037898576,0.02875650145214681,0.22195401917749868,0.16928847921953105
0.813475641415239,0.39932276215164997,0.6373912427912307,0.1626749584667525
0.1039026375407619,0.4569533429810073,0.14877772195258732,0.2072506405229534
0.9350620375994314,0.0002480552358531396,0.6044746913841342,0.25954526470489003
0.3279582872981218,0.6899839884685209,0.792318868231724,0.372049352998719
0.7559495066207609,0.1526263113506955,0.42184104318785354,0.8673799439739996
0.7021695283288976,0.1358079978394946,0.8511612595571522,0.16912425897837946
0.7763242230108838,0.11824784753651729,0.32566559009116514,0.6789499220271885
0.28012543658203104,0.8216719486923024,0.429134796915989,0.22671967368925683
0.39742261446659244,0.7243980616792564,0.9432889399790081,0.5072759615828886
0.5587336754018145,0.9080112098444766,0.2491764648301359,0.6844775914761477
0.6389538463246176,0.9137388619222162,0.13542383550151904,0.2550618472263181
0.5255374629217706,0.683902779340965,0.938359488036578,0.8295732000283608
0.9559491665583313,0.6392185792471282,0.26441150097342137,0.3364548029809772
0.8066363638916857,0.3425576326680537,0.40535379261944704,0.3369012817771698
0.2382848253727191,0.3339254631879396,0.36559352343284535,0.8675159070092151
0.3329230399948243,0.6102536066953866,0.24044446128335306,0.6577232088224667
0.9701683365212374,0.9272486939979965,0.9061319523372728,0.7430287677931515
0.033341119430172594,0.5610377673842619,0.05878767466539636,0.5208521891566562
0.29359914796264497,0.29668400330841926,0.36673305877989293,0.552446943046251
0.7672034218803956,0.0246517167109771,0.9518976738772256,0.6468776109569175
0.2508030062043024,0.9388657744722653,0.3685026899863627,0.05184349828679313
0.48828070421667336,0.6169977666876143,0.32119436339266483,0.9568083777559065
0.5051491428303434,0.666405991208978,0.6938312085880887,0.36050922673806995
0.10082951024541376,0.6060894965545727,0.5366501752782807,0.21222689491653512
0.17233691320508127,0.08897940441520902,0.6751191484214655,0.3267077918304292
0.7753844119905781,0.6095196622473248,0.5929419423022634,0.7796185423084752
0.6967066852908401,0.7365983766948425,0.456113715142492,0.7660282731065978
0.03116521543986439,0.7951998643165878,0.1476145025290737,0.8234416595448423
0.5288742102078396,0.04215480907512181,0.648370336454026,0.6183474260032182
0.22925642900505727,0.6579363528854948,0.8197881954489908,0.09652193825589017
0.7233467739877141,0.4375620484696069,0.745698120985938,0.6299048587968148
0.45517270620671757,0.6068266160742954,0.8953898245843173,0.7883999874353267
0.20272133270432624,0.33202654224574324,0.02203103292703157,0.9556809999462692
0.5957327767855252,0.7384600595819439,0.821970299395451,0.3454620306673405
0.3381743336583831,0.8933510432775296,0.8505652342565336,0.170834565100497
0.2968561781552329,0.37225059575901864,0.43394330838185435,0.031505091698862175
0.08217572179847399,0.7648241757045572,0.8114485289146377,0.7375101998021248
0.8390992847409015,0.3437232368278723,0.13735876491341015,0.41483121852387095
0.5655510877773129,0.5724251105778896,0.30553157647914697,0.9131455654819421
0.7589384706893896,0.4755865542342482,0.1672484239801223,0.2950989682836761
0.19791974645454768,0.6255206870482325,0.4492526419882821,0.8263059306715564
0.7025470206658914,0.12358771896052734,0.012068306721296107,0.9431745592495496
0.3963291356317027,0.7757718070643332,0.8553305126956752,0.8249724319868298
0.9579049825027833,0.728452534135855,0.31129300202562693,0.059277552424605084
0.4073542511636846,0.21734754008493973,0.623256945802991,0.9456916762761933
0.460050335262982,0.4177834964492263,0.8015007887411257,0.3210387047887512
0.34321192281134094,0.5281266026576633,0.9389285098033279,0.7290698523699398
0.4079036485872892,0.0796890236324016,0.875309172697447,0.2653406562242917
0.9668492027439729,0.051387416641716754,0.2973027110254447,0.5701594744539508
0.499223553234039,0.22914805736498878,0.9406870995257628,0.8868819007637903
0.09667223322195484,0.7323021364791803,0.7591605989554104,0.7559247359631717
0.6743155908880226,0.7668045685178603,0.7358981896007976,0.43315161262386115
0.7919388941709696,0.24166397575853615,0.45908831195216604,0.16981777448457513
0.49104414818742725,0.31530636675341694,0.048529425956895356,0.7659351596780952
0.9355785424342482,0.47022936412576255,0.4363609635552923,0.7504903529057975
0.1854409372985084,0.19538788713643052,0.26791917321861736,0.6457115074183538
0.6391615614266755,0.9853542241884988,0.31814094083779265,0.8476797056484798
0.4974299442728094,0.5959284268601743,0.839950952645994,0.7123756120341252
0.6938506039634315,0.24570402447630502,0.8106379714808133,0.8486596223843103
0.8483957132969188,0.24294651376718246,0.24370928262415148,0.3898503637060169
0.45735189750215977,0.28082320186208864,0.31168481069077336,0.5103787317405097
0.13352066224933878,0.9936351479576878,0.2758750306870027,0.08562164269528516
